d;userID;ISBN;bookRating
43298;73748;060960354X;9
49612;56447;1558177515;8
37774;114368;037383568X;5
13858;150968;1551665794;8
42849;150968;1551666537;7
22971;20060;1551665204;7
59633;100668;044041461X;8
6331;23181;059035342X;10
9909;55492;1559029838;7
61748;112083;1591827191;10
66180;145641;1563970910;9
28214;148258;067974228X;6
61578;110988;156895963X;7
11124;51100;038533348X;10
44462;39133;1566631955;4
60794;106895;052594611X;9
59974;101851;1565041380;8
24902;9856;078688262X;7
21577;136205;067942525X;10
4347;44892;067976402X;7
52006;67886;1844160513;9
34853;23768;188522270X;7
29405;16795;1565121368;9
2046;93929;002542730X;9
10544;98736;014028009X;10
64286;129716;1555531628;9
33253;76406;1551668769;5
31847;76499;044990508X;10
58801;98391;1590580664;10
28302;98391;006050675X;10
52406;69078;9500700891;9
834;277171;080410946X;8
48000;52175;1573228257;8
23718;26134;038550117X;7
37252;57986;039914112X;8
47662;51511;1566633885;9
17048;43418;1551668912;7
25144;10118;1563898780;10
60589;105517;014011789X;6
25579;98391;1551668971;8
10999;70;1414035004;10
8106;114742;038549081X;7
57974;95799;1565113861;5
24384;9141;1559706848;8
7795;34588;034538475X;8
29602;38933;1582430543;7
23602;59172;042518109X;9
34262;23288;039486882X;10
33799;111190;1556611749;5
18934;80683;1853260045;10
36692;81492;084394918X;8
20399;95359;015100692X;9
28657;87540;1573222259;7
32304;19275;1401038840;8
35330;51883;013143344X;10
54923;81064;044011893X;6
48453;52851;1555832687;5
35989;25981;037383263X;5
40487;32250;1565073517;5
58523;98391;075640214X;10
10947;86336;1558531025;8
239;116904;043935806X;10
4807;113270;055328942X;10
56016;87141;1558515690;8
43102;36621;067152612X;10
11314;87141;1565041992;7
6894;81933;014025448X;8
44700;51450;1929374143;7
16369;14422;1558743316;7
51217;62172;1860648916;8
12415;143964;1558747028;7
42486;35921;081673819X;8
50384;59472;158820622X;8
46005;44190;1879181479;9
61793;112280;068983862X;5
57423;136599;158660306X;8
8107;123495;038549081X;10
46895;48464;044652428X;7
47006;120588;034542719X;9
2897;3344;1400034779;9
54935;81249;1556111568;9
37346;62475;1558176462;7
3059;128048;1400034779;7
61;37800;038550120X;9
30070;101209;038097536X;8
35263;24694;2213613486;8
56543;88733;052593944X;8
13670;122429;006093395X;7
56998;92652;1556155875;5
11153;37712;038542017X;10
56046;116063;1565922433;10
7501;7283;006109398X;8
51658;65238;1592910092;7
24607;9354;1551660709;6
65571;140036;1589971272;8
56257;124322;4770019653;6
14355;126736;1551665964;3
15413;47561;038549565X;8
65731;142129;1557385270;5
56261;87582;140104638X;10
58018;98391;157673708X;10
13671;148258;006093395X;7
22014;7346;034529873X;8
28141;117132;038531292X;7
24191;37208;006108185X;7
58865;98391;1593301103;10
60060;101900;1929374178;10
35975;101209;006104234X;8
2448;25981;044011585X;5
114;136439;038550120X;5
26869;12110;1582340331;6
17369;61257;1573226521;9
37423;27813;082171323X;7
47932;51992;092717605X;9
19507;53418;080411109X;8
11606;93092;1573225126;6
50346;59192;020165895X;10
25772;147228;087113795X;10
349;148028;044020562X;5
35694;42178;1570716870;9
17054;71207;1551668912;6
55615;85280;039457785X;5
51770;66129;156718684X;7
3466;114868;044022165X;7
14216;135185;068483376X;7
32195;19085;042501973X;8
17398;69172;1573228214;10
17672;114368;1551668653;5
23556;33576;1566190304;10
66844;151503;1556616457;6
4005;37975;051510566X;9
46980;91751;038097407X;5
24534;59003;055314300X;6
2393;151107;042518627X;8
43336;98391;080507144X;9
51573;64589;082176439X;6
11947;121506;006017143X;8
29845;97754;1580628362;8
5163;112026;1558745157;9
66052;144455;086611873X;8
15088;109107;1558746161;7
44242;38273;2258036429;10
1279;47779;039480001X;10
22728;76352;042507160X;9
22229;8067;075820230X;10
1638;142412;044023722X;9
40760;126492;1892669226;8
5339;123186;044651652X;7
38452;52199;051512947X;8
19214;138514;1550541129;10
39093;30735;006440546X;10
23597;47201;042518109X;10
9653;37929;084312914X;5
1286;114241;039480001X;10
13455;7286;089480829X;7
32531;19664;1558507205;8
64098;129074;055325412X;8
39545;105313;075820390X;6
11101;148515;034543191X;8
10939;60185;1558531025;8
46642;115929;037321801X;9
46763;47987;044020707X;7
52051;107849;1400048303;8
47572;51440;1592850421;9
4571;76352;1558744606;9
34309;98391;055380247X;8
46321;45845;1582900493;9
58289;131885;000651202X;7
42945;115751;1576736423;10
37028;96716;1582431795;5
31895;17859;1583330704;5
32215;58194;084394739X;7
35155;24342;068480283x;10
1910;73923;038550926X;8
7209;72975;1573221775;8
24803;9654;1410755568;8
45452;105075;006105044X;7
38305;67384;014038801X;10
53306;73196;091454621X;10
45760;68000;188891467X;9
48733;146778;038078775X;5
57955;95492;069401284X;7
19821;6251;1579590225;9
20757;53220;078688908X;9
46225;45113;1551668262;10
29883;16260;1560763396;5
15395;2891;1886039224;6
20428;81237;015640057X;7
5267;62891;044651652X;7
11161;59150;038542017X;8
15621;30972;044661064X;5
13898;63938;038082101X;7
58243;97874;042518496X;10
55106;105665;1401301193;7
898;114988;080505622X;7
19202;93997;037570745X;10
3019;98263;1400034779;10
25626;23650;055356241X;10
55800;85993;1577344987;10
35576;25162;1413707343;10
41740;124876;015601226X;10
14801;69188;014027684X;9
12815;96448;055321313X;2
54524;146348;067121148X;10
55864;86392;1401200451;10
65165;136561;188272304X;7
32490;36938;039302749X;9
25831;146348;1885223331;9
66065;144555;1888763000;9
42317;35859;157566030X;7
11956;1409;042517736X;9
25008;140358;084232920X;5
38647;83754;1579540368;8
11639;138826;014023828X;9
56008;87141;1556156375;7
60936;107784;037319546X;5
2829;54035;1400031354;8
64651;132836;080694272X;10
10572;127893;014028009X;6
12636;735;038533334X;4
11436;27870;006101351X;9
63059;123257;1400049628;10
20618;111637;038572179X;9
18401;4938;073870234X;7
45242;41676;1593740050;9
17283;100459;038079487X;9
10607;73481;1882723007;7
32084;18356;2253044903;10
4315;30865;067976402X;9
35933;25850;1880032236;8
41401;35093;1551666944;9
60323;104098;1856274713;9
19973;6347;078688214X;10
4560;15049;1558744606;6
3334;10162;044022165X;6
37350;27617;1571740600;10
39118;30735;1885223307;9
59953;101851;1565040201;9
42687;36554;051758123X;10
65825;142623;081121334X;9
45271;85297;031285630X;8
41175;123883;067165831X;5
33856;129716;1573225320;10
20379;37586;015100692X;8
52843;70338;1578062667;10
36980;109779;055380202X;9
34975;23872;1579901751;9
26964;152186;006009527X;9
58427;98391;037371064X;9
7156;92939;039592720X;9
45088;40958;225303598X;8
8791;88738;044922046X;10
50266;59034;1400031001;9
14254;2110;037361490X;5
18977;5956;1883013852;5
60525;105115;1556616902;9
33907;104148;037371128X;10
24369;111133;074322423X;10
25260;21011;1573229350;9
58705;98391;1575668211;8
8088;51254;038549081X;8
4570;71207;1558744606;8
13140;146348;044990928X;10
35080;24186;158899256X;8
52563;69389;1557831254;5
44077;39773;039541105X;5
60492;140555;1568650337;10
43099;36621;067104060X;6
22527;124363;044021632X;6
58602;98391;1413701930;9
48436;128045;1575663880;6
2711;135149;080410753X;7
27243;16916;084233226X;10
7604;76499;015679201X;10
33154;124942;055357910X;9
13341;7352;006109594X;6
20647;26619;039914675X;10
33650;151503;1881273156;10
5777;143624;039914465X;8
5468;30297;038533558X;9
52415;69130;055311106X;8
46416;76483;068484477x;10
48906;54898;1879085771;10
6223;117345;1573220280;7
58521;98391;075640147X;10
46019;44252;080410591X;10
283;73394;055310666X;8
55871;86392;1401203086;10
20678;12014;052594527X;8
48087;52256;1566193230;9
16851;13664;1841952974;5
54652;79186;1576738922;7
13502;92547;089480829X;10
35064;100264;038531695X;9
24006;27157;006109286X;9
45367;42162;1892213419;10
43888;37712;034543868X;8
18024;66323;034540761X;6
49009;55187;092927959X;10
47071;102034;093531282X;7
58904;98391;1594141126;5
58740;98391;1579545017;9
35178;24519;1564409988;7
52729;69749;037571894X;9
43163;36741;047102211X;5
1198;143163;1558743669;10
38921;94213;044651506X;8
43000;88793;006055780X;9
23360;134935;1400030382;9
1258;17926;030700645X;10
57979;95880;193129707X;10
38566;30029;1565120892;2
36001;25981;042509507X;5
6272;77749;044022425X;10
4054;43246;1551663058;8
21352;132083;1401300316;10
65675;141710;1574901516;5
54770;79961;006093185X;6
15310;91634;1400032717;10
41243;34776;1576600203;7
56647;88820;1559704381;9
58785;98391;1590580303;9
4655;36715;068482499X;10
47543;51440;038533320X;6
54669;79285;096639500X;8
860;114544;080410946X;7
24218;139579;038080803X;10
58696;98391;1575667673;8
7047;39281;1878424319;8
18782;98440;067973225X;8
45841;113030;078688200X;10
48505;152474;1565123301;8
41681;35857;1568848668;8
18474;5287;067900856X;5
62257;114988;014200362X;10
3755;277574;1885403003;10
16849;3556;1841952974;8
7201;278314;1573221775;2
50230;58792;1582341036;8
36209;26314;078691811X;7
51518;64241;1567312748;8
13539;114368;037348285X;10
893;63854;080505622X;7
39881;44893;1551665972;7
23835;69078;037540600X;8
64748;133962;1550502700;8
52017;67958;1567313264;5
18863;150663;1580050158;10
3187;277427;1581690606;7
48960;104317;1885840004;5
6759;278188;1551667487;7
3678;85426;1558744150;9
57159;93047;1555837344;8
8396;15093;044021145X;7
59855;101606;1552782638;9
11504;82578;006101351X;5
23758;25320;067082982X;1
64272;129716;039309071X;10
50558;60147;067978120X;2
50921;60337;1561380458;8
30991;26544;1551667193;8
51050;61427;1853262242;8
12396;14768;1558747028;8
39514;33200;044651697X;2
16016;30533;037325041X;7
10768;110227;155874262X;8
57613;94347;1891241087;10
25346;12824;159182415X;10
14785;2622;088064219X;8
17743;36103;006019541X;8
57939;95359;1930009003;9
22245;95359;076241085X;6
9139;102647;055357230X;6
8975;126492;055329170X;7
27827;88677;1551667010;5
1757;100906;014023313X;8
264;144478;043935806X;10
55397;83110;192855623X;8
26625;11687;1570621284;10
15208;137620;074325547X;6
46400;79815;014062063X;8
58985;98391;1892343258;9
54353;77814;1403370125;10
17814;41157;055327886X;6
24115;85757;1592400876;8
47533;69355;1566199735;9
44702;127200;1929374143;3
30063;16634;037603078X;7
56963;92398;067960166X;10
61918;113294;1588987442;8
64534;131238;1550744151;9
45522;42845;044022702X;8
12605;55799;039914563X;7
29457;52888;1556708343;6
47904;51913;1573225665;9
138;13082;043935806X;10
19885;62525;042514545X;10
14736;86408;044012929X;10
13680;30486;076790351X;5
33026;20254;1560255153;10
58506;98391;074325497X;10
30563;31826;038089968X;9
46383;46293;1572973234;9
31021;78489;1551668513;7
56144;87410;1591131421;9
61836;112881;037580210X;7
9040;112845;055356451X;5
54087;76499;019509381X;10
48409;52614;1551664291;8
54754;150663;1567188257;9
32172;87608;1573226491;7
35927;58062;1559580968;6
65513;139524;1591820332;9
46206;45042;1561708771;10
7825;93636;034538475X;8
31496;130636;038079294X;9
31632;17003;055334949X;10
4966;49109;034540288X;10
54814;138097;1588720039;10
63981;128040;1570360677;10
6057;98263;068484477X;10
5170;122919;1558745157;8
58349;98391;031226920X;8
54021;76426;067964086X;8
52887;70415;1883211034;10
58984;98391;1892343215;10
24764;9568;044990945X;4
30491;147965;037322673X;8
61914;146319;034528285X;8
4557;1082;1558744606;10
44519;39281;1582340099;5
6992;278221;1556612257;10
58408;98391;034540937X;9
63989;128060;1578512611;10
61213;109574;081461373X;10
17123;102702;034544356X;10
32230;20254;1565049004;6
58520;98391;075640083X;9
42520;36043;1582616345;7
645;50073;034541389X;9
22953;110381;074342347X;6
56070;87141;1565925149;8
11838;6242;1573225789;7
42848;149598;1551666537;8
37261;150550;039914112X;5
66099;145291;1565079205;7
8712;137881;044023669X;7
3687;112001;1558744150;10
34682;148898;081674033X;10
5372;151503;044651652X;6
49079;99641;1576739279;8
61725;112083;1591162459;9
31110;102399;155773447X;6
59970;101851;1565041194;10
18583;47856;1551667509;9
5606;50564;044661162X;9
932;33580;031284879X;10
58402;98391;031287796X;9
13487;68383;089480829X;10
33195;20889;078212710X;10
1244;98391;1573221856;9
55516;84111;2070513343;5
2789;277427;089879661X;5
11333;69967;1573226882;8
1034;117956;042511774X;6
8625;148744;044021145X;10
18485;104636;1558746986;9
41853;139084;044021226X;5
55448;101620;068984607X;10
64632;132663;081183137X;8
55553;84687;052524400X;5
54117;76499;081420497X;10
45335;128835;014008505X;10
31923;127066;060961004X;7
6969;133846;006093090X;8
21060;6781;055337396X;8
11156;46398;038542017X;9
41565;35857;034545930X;6
14633;2276;1562059513;10
34008;22154;1891506498;9
619;126492;031286504X;10
52780;69971;1569247773;6
5180;139706;1558745157;8
28100;67802;037325055X;4
13411;105979;038533656X;3
12460;118476;1563411148;10
57390;93363;1565078616;6
39047;95359;014011369X;10
24776;76499;006090674X;10
33988;85993;1880418592;10
49332;55493;044021727X;5
6474;104636;059035342X;10
60789;106849;067184833X;10
24492;22521;078688942X;4
28812;115490;038000917X;9
19457;36554;067973743X;10
38429;87555;1559390026;8
18963;114868;044809505X;10
19022;114200;042516019X;8
35271;35859;1557731136;7
20312;11224;1558746226;8
26912;12194;155870406X;10
46201;81492;037309941X;5
22233;91647;075820230X;5
21750;76741;074320395X;7
29919;110459;155166674X;9
17252;52584;038079487X;9
42479;110040;1565843444;8
393;94630;059030271X;10
25343;30072;1591824141;9
7492;141491;006016848X;5
44316;38660;006440627X;8
14697;2336;1573228745;9
19311;68447;014017737X;8
20634;141491;038572179X;3
14758;2579;059042761X;10
40828;95452;074325337X;8
44768;40415;1891971077;9
65172;136676;155868123X;5
56284;123215;060960077X;8
4049;138441;087542127X;10
58885;98391;1594140731;8
22346;49792;051513225X;8
632;25409;034541389X;10
19701;6251;1563051729;10
41484;124078;034532448X;10
36132;98391;089296720X;9
60041;101851;4770027818;9
1996;117968;051511605X;7
11514;91103;006101351X;5
26668;11724;1400034817;7
35734;25413;185868871X;10
9396;23571;067172262X;10
47966;52044;017443460X;10
31864;114368;084394952X;5
56988;92652;013001074X;5
21117;19085;055357809X;9
26300;37950;1551668246;4
64142;129307;9712706370;5
24018;147965;038071616X;7
56732;134089;193212800X;10
50574;124205;1575667355;10
9663;13850;089586763X;4
3357;30939;044022165X;10
12273;143415;193156146X;9
12223;38669;015600710X;9
32719;48494;015668568X;10
8672;57833;044022473X;5
20378;36907;015100692X;5
53088;101035;1568651392;9
62265;114988;1565117212;8
53591;98391;1590580478;9
51167;61901;1855854279;8
64298;129716;156718345X;5
40577;138543;015650300X;9
25598;114988;034541215X;8
31062;114368;1551668874;5
54361;77932;1577311922;10
49241;114368;155166321X;10
34006;22154;1861003730;8
52308;69056;1879535092;10
21940;14744;1551666952;5
62518;141902;1565072715;8
57508;94153;156860064X;9
59499;99312;157243435X;10
41225;34725;1593100787;8
10692;10447;155874262X;6
49029;63625;1582614687;10
27348;58855;1558533729;8
66375;147847;044188279X;5
45221;41589;044690922X;8
5616;90614;044661162X;10
64740;133886;1888363479;7
61704;112013;8478886141;9
11033;58594;051513290X;7
23434;16935;1551660954;7
3395;56856;044022165X;10
92;104051;038550120X;8
56139;87351;078601427X;3
6266;55492;044022425X;9
6220;89602;1573220280;5
1116;50547;1558743669;10
12810;83046;055321313X;10
49063;55270;8440673914;9
821;138656;067102423X;3
706;148962;034541389X;6
48947;55065;1562055925;9
11810;117308;068484267X;10
53525;138193;060960807X;6
254;134529;043935806X;10
63670;127129;078670635X;6
19804;16818;1573241180;8
65288;138441;055371354X;6
1950;277244;1585671312;8
63485;126604;1880913127;5
58379;98391;031231258X;10
12753;765;1573229385;8
46041;44520;1558175059;5
63299;124322;1551520672;8
32528;114699;1551562847;10
51247;62464;006052703X;9
28042;13518;059048351X;9
46645;47381;1585671894;8
13888;41383;038082101X;5
57778;94931;044185429X;5
59448;98930;156397374X;8
55669;85526;155192451X;6
40151;52036;156476317X;9
33657;33580;1558749780;7
17053;56554;1551668912;9
62428;116073;1890009814;9
56742;89917;032119439X;9
61168;109356;1571973168;9
53841;76039;1558491678;10
64787;134596;1585746827;7
55949;86947;067473906X;10
63157;123883;188364254X;5
25154;63252;1590591224;6
58532;98391;076530046X;9
66286;146465;2020367424;6
27555;12824;1588991962;9
7322;132887;051513287X;7
43640;132572;055329024X;5
2275;28661;038081904X;7
6158;58342;140003180X;9
66185;149934;1565122860;9
60331;118533;1401901204;5
11994;120598;042517736X;5
40360;114368;038531437X;5
12210;27313;1576737357;9
42404;37974;1875137653;10
13619;143175;1558007725;1
